illegal redirection,"If you answer the first idiom wrong, there will be no gold coins. You need to download other software to earn gold coins to play again, but you don't know whether the software is paid or not	"
fail to exit,"This software is easier to use than six feet. It can run in the background without a straight line. I've been using it all the time	"
ad disruption,"Ridiculous amount of ads, atleast 10 a day. Very annoying... takes over your phone."
app repackaging,"The products sold above are too inferior. In fact, they are pirated products sold online	"
fail to delete,"It's useless to delete	"
app repackaging,This is a replica of the official version.
vulgar content,I love this app so much. Ive been sent nudes like 10 times. ???
fail to retrieve content,Will not work after update
illegal redirection,"Free activation of deceptive downloaded games will recharge points and deduct more than 40 calls without any prompt. It's really cheating!	"
app repackaging,"It's good to ask for Chinese piracy	"
vulgar content,I love this app but take out the people masturbating it sgrossand they want me to do it but other then that its fun.
ad disruption,Was not able to open an existing file. I watched a few ads though.
fail to start,"I don't want a star! Black screen, don't go down	"
vulgar content,"I don't know if there is violence in overdue Dunning??	"
app repackaging,"Pirated things	"
fail to start,Does not work on note5
ad disruption,Too worried about advertising instead of creating a useful app. Runs too slow if at all. Waste of time. Uninstalled 5 minutes after installing.
vulgar content,Nice but one filter is creepy..
payment deception,I AM NOT PAYING ¡ê3.50 FOR A STUPID MAGAZINE. DOWNLOAD THE SIMS MAG INSTEAD FOR FREE ON-APP SIMS MAGAZINES EVERY MONTH.
praise,"5 stras!! I'm very gratefully for this app because it's fun 2 make short videos and get likes and comments. I enjoy using this app because u can follow other accounts and save ur favorite videos. If u like gaming, funny videos, e-boy/girl videos, slow-mo, and many more like fan pages!! higley reccomuned that u download. I love making short videos and turning 2 the creative side of me!! People on the app r nice some? but dont let that stop u from downloading this app. ????"
privacy or information leak,"Honestly, who cares if China is stealing our info. Facebook already did"
excessive network traffic,"Garbage stealing flow	"
app repackaging,HATED IT COPY OF dunk hit (go check it out) THIS SUCKS
vulgar content,"Vulgar is yellow	"
fail to start,not letting me download so I guess it sucks
fail to login or register,"Great. I can't see the verification code. This application is brain crippled	"
inconsistency between functionality and description,Fake advertising
fail to retrieve content,"Every time I say refresh, press refresh n times or refresh according to classification. It is blank according to the glory of the king and the warmth of miracles	"
ad disruption,"Use to be where I would view ads like 20+ a day (every time i unlocked my phone) for a $5 credit every month, but they changed it to a $3 credit unless I do surveys or watch ad videos"
